"","Title","Genres","Review Rating"
"2304","1920 London (2016)","Horror| Mystery",4.1
"2305","Residue (2015)","Horror| Mystery",5.4
"2306","Dobaara: See Your Evil (2017)","Horror| Mystery",4.4
"2307","Anabel (2015)","Horror| Mystery",4.6
"2308","Truth or Die (2012)","Horror| Mystery",5.6
"2309","Visions (2015)","Horror| Mystery",5.3
"2310","It Follows (2014)","Horror| Mystery",6.9
"2311","The Witch (2015)","Horror| Mystery",6.8
"2312","Oculus (2013)","Horror| Mystery",6.5
"2313","It Comes at Night (2017)","Horror| Mystery",6.2
"2314","Bloodshot (2014)","Horror| Mystery| Romance",4
"2315","Haunt (2014)","Horror| Mystery| Romance",5.2
"2316","Raaz 3: The Third Dimension (2012)","Horror| Mystery| Romance| Thriller",4
"2317","Bad Blood (2012)","Horror| Mystery| Romance| Thriller",5.7
"2318","Raaz Reboot (2016)","Horror| Mystery| Romance| Thriller",4.5
"2319","Encounters (2014)","Horror| Mystery| Sci-Fi",4.7
"2320","Cold Ground (2017)","Horror| Mystery| Sci-Fi",7.1
"2321","The Gateway (2015)","Horror| Mystery| Sci-Fi",4.8
"2322","Skinwalker Ranch (2013)","Horror| Mystery| Sci-Fi",5.1
"2323","Evolution (2015)","Horror| Mystery| Sci-Fi",6
"2324","Aliens: Zone of Silence (2017)","Horror| Mystery| Sci-Fi",6.5
"2325","The Void (2016)","Horror| Mystery| Sci-Fi",5.8
"2326","Unknown Project (2013)","Horror| Mystery| Sci-Fi| Thriller",6.7
"2327","Devil's Pass (2013)","Horror| Mystery| Sci-Fi| Thriller",5.7
"2328","Nine Miles Down (2009)","Horror| Mystery| Sci-Fi| Thriller",5.5
"2329","The Dark Tapes (2016)","Horror| Mystery| Sci-Fi| Thriller",5
"2330","Evidence (2012)","Horror| Mystery| Sci-Fi| Thriller",5.1
"2331","Crawlspace (2012)","Horror| Mystery| Sci-Fi| Thriller",4.8
"2332","Phoenix Forgotten (2017)","Horror| Mystery| Sci-Fi| Thriller",5.2
"2333","Flight 7500 (2014)","Horror| Mystery| Sci-Fi| Thriller",4.8
"2334","The Lazarus Effect (2015)","Horror| Mystery| Sci-Fi| Thriller",5.2
"2335","Stranger in the House (2015)","Horror| Mystery| Thriller",4.6
"2336","Necrophobia 3D (2014)","Horror| Mystery| Thriller",4.2
"2337","Murder in Miami (2014)","Horror| Mystery| Thriller",5.4
"2338","The Nanabijou Tapes (2014)","Horror| Mystery| Thriller",7.9
"2339","308 (2013)","Horror| Mystery| Thriller",6.8
"2340","Bhoot Returns (2012)","Horror| Mystery| Thriller",2.5
"2341","The Man in the Orange Jacket (2014)","Horror| Mystery| Thriller",5.1
"2342","The Emerging Past Director's Cut (2017)","Horror| Mystery| Thriller",4.4
"2343","The Devil's Dozen (2013)","Horror| Mystery| Thriller",3.5
"2344","The Watchers (2013)","Horror| Mystery| Thriller",4.9
"2345","Hangman's Game (2015)","Horror| Mystery| Thriller",3.6
"2346","The Break-In (2016)","Horror| Mystery| Thriller",4.3
"2347","Autumn's End (2015)","Horror| Mystery| Thriller",6.3
"2348","Invoked (2015)","Horror| Mystery| Thriller",3.4
"2349","A Cry from Within (2014)","Horror| Mystery| Thriller",3.9
"2350","Backwater (2013)","Horror| Mystery| Thriller",6
"2351","Daylight (2013)","Horror| Mystery| Thriller",4.2
"2352","Samuel's Game (2014)","Horror| Mystery| Thriller",7.1
"2353","Primal Shift (2015)","Horror| Mystery| Thriller",4.2
"2354","The Trace We Leave Behind (2017)","Horror| Mystery| Thriller",6
"2355","The Unbidden (2016)","Horror| Mystery| Thriller",3
"2356","Aksbandh (2016)","Horror| Mystery| Thriller",7.4
"2357","Apollyon (2017)","Horror| Mystery| Thriller",6.5
"2358","Feng Shui 2 (2014)","Horror| Mystery| Thriller",4.8
"2359","Braxton Butcher (2015)","Horror| Mystery| Thriller",7
"2360","Against the Night (2017)","Horror| Mystery| Thriller",6.8
"2361","Gas Light (2016)","Horror| Mystery| Thriller",8.6
"2362","Shockwave (2016)","Horror| Mystery| Thriller",7.8
"2363","The Dooms Chapel Horror (2016)","Horror| Mystery| Thriller",3.6
"2364","Rebound (2014)","Horror| Mystery| Thriller",4.6
"2365","Aake (2017)","Horror| Mystery| Thriller",7.9
"2366","Dark Awakening (2014)","Horror| Mystery| Thriller",4.4
"2367","The Secret Village (2013)","Horror| Mystery| Thriller",2.4
"2368","Private Number (2014)","Horror| Mystery| Thriller",4.7
"2369","The Healing (2012)","Horror| Mystery| Thriller",6.4
"2370","Mortal Remains (2013)","Horror| Mystery| Thriller",8.3
"2371","Eden Lodge (2015)","Horror| Mystery| Thriller",3.5
"2372","Masks (2011)","Horror| Mystery| Thriller",5.8
"2373","The Black Water Vampire (2014)","Horror| Mystery| Thriller",4.2
"2374","Grim Reapers (2014)","Horror| Mystery| Thriller",3.7
"2375","The Beast (2016)","Horror| Mystery| Thriller",5.2
"2376","Doc. 33 (2012)","Horror| Mystery| Thriller",6.6
"2377","Hybris (2015)","Horror| Mystery| Thriller",5.3
"2378","Phobia (2013)","Horror| Mystery| Thriller",3.5
"2379","The G-string Horror (2012)","Horror| Mystery| Thriller",3.5
"2380","Carver (2015)","Horror| Mystery| Thriller",5
"2381","The Thing on the Doorstep (2014)","Horror| Mystery| Thriller",3.8
"2382","Across the River (2013)","Horror| Mystery| Thriller",5.5
"2383","*69 (2016)","Horror| Mystery| Thriller",3.9
"2384","Where Demons Dwell: The Girl in the Cornfield 2 (2017)","Horror| Mystery| Thriller",5.6
"2385","The Midnight Matinee (2017)","Horror| Mystery| Thriller",6.5
"2386","Don't Go to the Reunion (2013)","Horror| Mystery| Thriller",4
"2387","Behind the Door (2014)","Horror| Mystery| Thriller",5.9
"2388","Das Werwolfspiel (2013)","Horror| Mystery| Thriller",2.7
"2389","Lung II (2016)","Horror| Mystery| Thriller",5.8
"2390","Scrape (2013)","Horror| Mystery| Thriller",5.3
"2391","Hunting the Legend (2014)","Horror| Mystery| Thriller",3.5
"2392","Still Life (2014)","Horror| Mystery| Thriller",6.8
"2393","Chill: The Killing Games (2013)","Horror| Mystery| Thriller",3.4
"2394","Lost Place (2013)","Horror| Mystery| Thriller",4.4
"2395","Heavy Makeup (2015)","Horror| Mystery| Thriller",8
"2396","The Last Seven (2010)","Horror| Mystery| Thriller",3.9
"2397","AfterDeath (2015)","Horror| Mystery| Thriller",4
"2398","Wekufe (2016)","Horror| Mystery| Thriller",8.4
"2399","The Before Time (2014)","Horror| Mystery| Thriller",3.7
"2400","Deadly Revisions (2013)","Horror| Mystery| Thriller",4.6
"2401","Bodom (2014)","Horror| Mystery| Thriller",5.4
"2402","Night of the Naked Dead (2012)","Horror| Mystery| Thriller",2.3
"2403","?: A Question Mark (2012)","Horror| Mystery| Thriller",5.5
"2404","Wrath of the Crows (2013)","Horror| Mystery| Thriller",4.2
"2405","The Oregonian (2011)","Horror| Mystery| Thriller",4.2
"2406","Badlands of Kain (2016)","Horror| Mystery| Thriller",5.6
"2407","The Kiss of a Killer (2013)","Horror| Mystery| Thriller",4.1
"2408","Silent Retreat (2013)","Horror| Mystery| Thriller",4.2
"2409","Cut! (2014)","Horror| Mystery| Thriller",6.4
"2410","Delivery: The Beast Within (2013)","Horror| Mystery| Thriller",5.4
"2411","Seclusion (2015)","Horror| Mystery| Thriller",3.6
"2412","The Garlock Incident (2012)","Horror| Mystery| Thriller",6
"2413","Ezra (2017)","Horror| Mystery| Thriller",6.9
"2414","The Child Remains (2017)","Horror| Mystery| Thriller",5.3
"2415","Crowsnest (2012)","Horror| Mystery| Thriller",3.8
"2416","Barricade (2012)","Horror| Mystery| Thriller",4.5
"2417","The Suffering (2016)","Horror| Mystery| Thriller",4.4
"2418","I Lived (2015)","Horror| Mystery| Thriller",4.5
"2419","Don't Speak (2015)","Horror| Mystery| Thriller",2.7
"2420","Cannibal Diner (2012)","Horror| Mystery| Thriller",2.2
"2421","The Last Will and Testament of Rosalind Leigh (2012)","Horror| Mystery| Thriller",5.3
"2422","Observance (2015)","Horror| Mystery| Thriller",4.7
"2423","The Appearing (2014)","Horror| Mystery| Thriller",3
"2424","The Piper (2015)","Horror| Mystery| Thriller",6.3
"2425","Camp Dread (2014)","Horror| Mystery| Thriller",3.9
"2426","Roseville (2013)","Horror| Mystery| Thriller",6.2
"2427","The Poltergeist of Borley Forest (2013)","Horror| Mystery| Thriller",2.5
"2428","Find Me (2014)","Horror| Mystery| Thriller",4.6
"2429","2 Bedroom 1 Bath (2014)","Horror| Mystery| Thriller",4.1
"2430","Silent Retreat (2016)","Horror| Mystery| Thriller",4.1
"2431","Sanitarium (2013)","Horror| Mystery| Thriller",4.6
"2432","In Fear (2013)","Horror| Mystery| Thriller",5.5
"2433","Hollow (2011)","Horror| Mystery| Thriller",6.7
"2434","Treehouse (2014)","Horror| Mystery| Thriller",3.9
"2435","The Pact II (2014)","Horror| Mystery| Thriller",4.4
"2436","The Unfolding (2016)","Horror| Mystery| Thriller",3.6
"2437","Pizza (2014)","Horror| Mystery| Thriller",6.3
"2438","Bloody Crayons (2017)","Horror| Mystery| Thriller",7.1
"2439","As Above, So Below (2014)","Horror| Mystery| Thriller",6.2
"2440","The Crucifixion (2017)","Horror| Mystery| Thriller",5
"2441","The Damned (2013)","Horror| Mystery| Thriller",5.2
"2442","Goodnight Mommy (2014)","Horror| Mystery| Thriller",6.7
"2443","The Strange Color of Your Body's Tears (2013)","Horror| Mystery| Thriller",6
"2444","Lemon Tree Passage (2014)","Horror| Mystery| Thriller",5.4
"2445","Exorcist House of Evil (2016)","Horror| Mystery| Thriller",4
"2446","Dead Body (2017)","Horror| Mystery| Thriller",5.8
"2447","Murder in the Dark (2013)","Horror| Mystery| Thriller",4.6
"2448","Inner Demons (2014)","Horror| Mystery| Thriller",5.2
"2449","Mine Games (2012)","Horror| Mystery| Thriller",5.3
"2450","House Hunting (2013)","Horror| Mystery| Thriller",5.2
"2451","Lyst (2017)","Horror| Mystery| Thriller",4.4
"2452","Wraith (2017)","Horror| Mystery| Thriller",6.8
"2453","Queen of Spades: The Dark Rite (2015)","Horror| Mystery| Thriller",5.5
"2454","Sam Was Here (2016)","Horror| Mystery| Thriller",4.5
"2455","Amber Alert (2012)","Horror| Mystery| Thriller",4.6
"2456","Bigfoot: The Lost Coast Tapes (2012)","Horror| Mystery| Thriller",4.5
"2457","Don't Blink (2014)","Horror| Mystery| Thriller",4.8
"2458","Willow Creek (2013)","Horror| Mystery| Thriller",5.1
"2459","Havenhurst (2016)","Horror| Mystery| Thriller",4.9
"2460","Pod (2015)","Horror| Mystery| Thriller",4.3
"2461","Devil's Due (2014)","Horror| Mystery| Thriller",4.1
"2462","Abattoir (2016)","Horror| Mystery| Thriller",4.4
"2463","Resolution (2012)","Horror| Mystery| Thriller",6.2
"2464","The Canal (2014)","Horror| Mystery| Thriller",5.9
"2465","Exeter (2015)","Horror| Mystery| Thriller",4.6
"2466","The Blood Lands (2014)","Horror| Mystery| Thriller",4.7
"2467","Dark Signal (2016)","Horror| Mystery| Thriller",4.3
"2468","The Bride (2017)","Horror| Mystery| Thriller",4.8
"2469","Open Grave (2013)","Horror| Mystery| Thriller",6.3
"2470","Road Games (2015)","Horror| Mystery| Thriller",5.7
"2471","The Abandoned (2015)","Horror| Mystery| Thriller",5
"2472","Afflicted (2013)","Horror| Mystery| Thriller",6.3
"2473","Deliver Us from Evil (2014)","Horror| Mystery| Thriller",6.2
"2474","The Forest (2016)","Horror| Mystery| Thriller",4.8
"2475","Jeepers Creepers III (2017)","Horror| Mystery| Thriller",5.7
"2476","Chernobyl Diaries (2012)","Horror| Mystery| Thriller",5
"2477","Ten (2017)","Horror| Mystery| Thriller",4.5
"2478","Hell House LLC (2015)","Horror| Mystery| Thriller",6.4
"2479","The Conjuring (2013)","Horror| Mystery| Thriller",7.5
"2480","A Serbian Film (2010)","Horror| Mystery| Thriller",5.2
"2481","The Taking of Deborah Logan (2014)","Horror| Mystery| Thriller",6
"2482","6 Souls (2010)","Horror| Mystery| Thriller",6.1
"2483","The Conjuring 2 (2016)","Horror| Mystery| Thriller",7.4
"2484","Get Out (2017)","Horror| Mystery| Thriller",7.7
"2485","The Silenced (2015)","Horror| Mystery| Thriller",5.8
"2486","Happy Death Day (2017)","Horror| Mystery| Thriller",6.7
"2487","The Boy (2016)","Horror| Mystery| Thriller",6
"2488","The Den (2013)","Horror| Mystery| Thriller",6.1
"2489","Insidious: Chapter 2 (2013)","Horror| Mystery| Thriller",6.6
"2490","Annabelle (2014)","Horror| Mystery| Thriller",5.4
"2491","Sinister 2 (2015)","Horror| Mystery| Thriller",5.3
"2492","The Sound (2017)","Horror| Mystery| Thriller",3.5
"2493","Sinister (2012)","Horror| Mystery| Thriller",6.8
"2494","Last Shift (2014)","Horror| Mystery| Thriller",5.7
"2495","The Pact (2012)","Horror| Mystery| Thriller",5.8
"2496","The Town That Dreaded Sundown (2014)","Horror| Mystery| Thriller",5.6
"2497","The Autopsy of Jane Doe (2016)","Horror| Mystery| Thriller",6.8
"2498","Haunter (2013)","Horror| Mystery| Thriller",5.9
"2499","Annabelle: Creation (2017)","Horror| Mystery| Thriller",6.7
"2500","Honeymoon (2014)","Horror| Mystery| Thriller",5.7
"2501","Eloise (2017)","Horror| Mystery| Thriller",4.5
"2502","Insidious: Chapter 3 (2015)","Horror| Mystery| Thriller",6.1
"2503","Kill or Be Killed (2015)","Horror| Mystery| Thriller| Western",4.4
"2504","The Eyes Diary (2014)","Horror| Romance",5.4
"2505","Saansein: The Last Breath (2016)","Horror| Romance",3.9
"2506","I Miss U (2012)","Horror| Romance",5.7
"2507","3 AM: A Paranormal Experience (2014)","Horror| Romance",6.3
"2508","Cô Haû Gaí (2016)","Horror| Romance",6.6
"2509","[REC] 3: Genesis (2012)","Horror| Romance",5
"2510","Worm (2013)","Horror| Romance| Sci-Fi",6.2
"2511","Sequence Break (2017)","Horror| Romance| Sci-Fi",5.7
"2512","Ek Thi Daayan (2013)","Horror| Romance| Thriller",5.7
"2513","Reminiscence: The Beginning (2014)","Horror| Romance| Thriller",6.4
"2514","Saint Dracula 3D (2012)","Horror| Romance| Thriller",3
"2515","Tear Me Apart (2015)","Horror| Romance| Thriller",4.7
"2516","Pizza (2012)","Horror| Romance| Thriller",8.1
"2517","Dracula 3D (2012)","Horror| Romance| Thriller",3.6
"2518","Dark Medicine (2013)","Horror| Sci-Fi",2.8
"2519","Depth (2016)","Horror| Sci-Fi",7.2
"2520","Parasitic (2012)","Horror| Sci-Fi",2.2
"2521","Red Rain (2013)","Horror| Sci-Fi",6.8
"2522","Exile (2014)","Horror| Sci-Fi",4.1
"2523","UFO: It Is Here (2016)","Horror| Sci-Fi",3.4
"2524","The Encounter (2015)","Horror| Sci-Fi",3.4
"2525","Zombie 108 (2012)","Horror| Sci-Fi",3.4
"2526","Sick: Survive the Night (2012)","Horror| Sci-Fi",2.9
"2527","The Drift (2014)","Horror| Sci-Fi",4.8
"2528","Terror Birds (2016)","Horror| Sci-Fi",3.9
"2529","The curse of the mayans (2017)","Horror| Sci-Fi",4.5
"2530","Nocturnal Activity (2014)","Horror| Sci-Fi",1.9
"2531","Mold! (2012)","Horror| Sci-Fi",5
"2532","Genesis (2016)","Horror| Sci-Fi",3.7
"2533","The Giant Spider (2013)","Horror| Sci-Fi",6.6
"2534","Hungerford (2014)","Horror| Sci-Fi",4
"2535","The Hybrid (2014)","Horror| Sci-Fi",4.7
"2536","Pacific (2016)","Horror| Sci-Fi",7.7
"2537","Never Open the Door (2014)","Horror| Sci-Fi",7.5
"2538","Dead Shadows (2012)","Horror| Sci-Fi",3.8
"2539","Dead Season (2012)","Horror| Sci-Fi",4.8
"2540","The Frankenstein Theory (2013)","Horror| Sci-Fi",4.2
"2541","13 Eerie (2013)","Horror| Sci-Fi",4.5
"2542","Quarantine L.A. (2013)","Horror| Sci-Fi",2.6
"2543","Stranded (2013)","Horror| Sci-Fi",3.5
"2544","The Creature Below (2016)","Horror| Sci-Fi",3.5
"2545","Galaxy of Horrors (2017)","Horror| Sci-Fi",4.6
"2546","June (2015)","Horror| Sci-Fi",4.2
"2547","Storage 24 (2012)","Horror| Sci-Fi",4.4
"2548","Ejecta (2014)","Horror| Sci-Fi",3.7
"2549","Welcome to Willits (2016)","Horror| Sci-Fi",3.9
"2550","Debug (2014)","Horror| Sci-Fi",4.3
"2551","The Diabolical (2015)","Horror| Sci-Fi",4.7
"2552","Harbinger Down (2015)","Horror| Sci-Fi",4.5
"2553","Extraterrestrial (2014)","Horror| Sci-Fi",5
"2554","The Sand (2015)","Horror| Sci-Fi",3.8
"2555","The Similars (2015)","Horror| Sci-Fi",6
"2556","Malignant (2013)","Horror| Sci-Fi| Thriller",4.4
"2557","Frost (2012)","Horror| Sci-Fi| Thriller",3.7
"2558","RWD (2015)","Horror| Sci-Fi| Thriller",4.5
"2559","Cell Count (2012)","Horror| Sci-Fi| Thriller",3.7
"2560","The Device (2014)","Horror| Sci-Fi| Thriller",3.1
"2561","The Ghostmaker (2012)","Horror| Sci-Fi| Thriller",4.9
"2562","The Night Visitor (2013)","Horror| Sci-Fi| Thriller",4.8
"2563","Medusa (2015)","Horror| Sci-Fi| Thriller",6.8
"2564","Truth (2014)","Horror| Sci-Fi| Thriller",4.5
"2565","The Blackout (2009)","Horror| Sci-Fi| Thriller",3.4
"2566","Night People (2015)","Horror| Sci-Fi| Thriller",4.3
"2567","Fagyott május (2017)","Horror| Sci-Fi| Thriller",5.9
"2568","LifeRaft (2016)","Horror| Sci-Fi| Thriller",3.4
"2569","Altergeist (2014)","Horror| Sci-Fi| Thriller",3.9
"2570","Absence (2013)","Horror| Sci-Fi| Thriller",4.1
"2571","The 13th Unit (2014)","Horror| Sci-Fi| Thriller",2.7
"2572","Closer to God (2014)","Horror| Sci-Fi| Thriller",4.6
"2573","Dead Still (2014)","Horror| Sci-Fi| Thriller",3.6
"2574","The Recall (2017)","Horror| Sci-Fi| Thriller",4.9
"2575","Nocturne Six (2014)","Horror| Sci-Fi| Thriller",3.8
"2576","3G - A Killer Connection (2013)","Horror| Sci-Fi| Thriller",3.6
"2577","Crawl or Die (2014)","Horror| Sci-Fi| Thriller",4.2
"2578","Star Leaf (2015)","Horror| Sci-Fi| Thriller",3.5
"2579","Xtinction: Predator X (2014)","Horror| Sci-Fi| Thriller",2.7
"2580","Nightmare Code (2014)","Horror| Sci-Fi| Thriller",5.3
"2581","Hangar 10 (2014)","Horror| Sci-Fi| Thriller",3.6
"2582","Dark Mountain (2013)","Horror| Sci-Fi| Thriller",4.4
"2583","Unaware (2010)","Horror| Sci-Fi| Thriller",4.5
"2584","Shadows on the Wall (2015)","Horror| Sci-Fi| Thriller",5.2
"2585","Area 407 (2012)","Horror| Sci-Fi| Thriller",3.6
"2586","Lost Time (2014)","Horror| Sci-Fi| Thriller",2.9
"2587","The Sighting (2016)","Horror| Sci-Fi| Thriller",3.8
"2588","Spiders 3D (2013)","Horror| Sci-Fi| Thriller",3.4
"2589","Zombex (2013)","Horror| Sci-Fi| Thriller",2.2
"2590","The Rift (2016)","Horror| Sci-Fi| Thriller",3.9
"2591","Devil's Gate (2017)","Horror| Sci-Fi| Thriller",4
"2592","Cabin Fever 3: Patient Zero (2014)","Horror| Sci-Fi| Thriller",4.5
"2593","Antisocial (2013)","Horror| Sci-Fi| Thriller",4.5
"2594","Lake Eerie (2016)","Horror| Sci-Fi| Thriller",5.1
"2595","Containment (2015)","Horror| Sci-Fi| Thriller",4.8
"2596","As the Gods Will (2014)","Horror| Sci-Fi| Thriller",6.5
"2597","Almost Human (2013)","Horror| Sci-Fi| Thriller",4.6
"2598","Can't Take It Back (2017)","Horror| Sci-Fi| Thriller",6.4
"2599","Antiviral (2012)","Horror| Sci-Fi| Thriller",5.7
"2600","Occupants (2015)","Horror| Sci-Fi| Thriller",6.9
"2601","Infini (2015)","Horror| Sci-Fi| Thriller",5.4
"2602","Let's Be Evil (2016)","Horror| Sci-Fi| Thriller",5
"2603","The Hollow One (2015)","Horror| Sci-Fi| Thriller",4.7
"2604","The Hive (2015)","Horror| Sci-Fi| Thriller",5.2
"2605","Banshee Chapter (2013)","Horror| Sci-Fi| Thriller",5.5
"2606","Man Vs. (2015)","Horror| Sci-Fi| Thriller",5.5
"2607","The Bay (2012)","Horror| Sci-Fi| Thriller",5.6
"2608","Alien Abduction (2014)","Horror| Sci-Fi| Thriller",4.9
"2609","Hell (2011)","Horror| Sci-Fi| Thriller",5.9
"2610","Life (2017)","Horror| Sci-Fi| Thriller",6.6
"2611","Dark Skies (2013)","Horror| Sci-Fi| Thriller",6.3
"2612","Rupture (2016)","Horror| Sci-Fi| Thriller",4.8
"2613","The Last Days on Mars (2013)","Horror| Sci-Fi| Thriller",5.5
"2614","The Rezort (2015)","Horror| Sci-Fi| Thriller",5.3
"2615","Be Afraid (2017)","Horror| Sci-Fi| Thriller",4.7
"2616","The Endless (2017)","Horror| Sci-Fi| Thriller",6.9
"2617","Area 51 (2015)","Horror| Sci-Fi| Thriller",4.2
"2618","Alien: Covenant (2017)","Horror| Sci-Fi| Thriller",6.5
"2619","The Purge (2013)","Horror| Sci-Fi| Thriller",5.7
"2620","I Am ZoZo (2012)","Horror| Thriller",3.6
"2621","Don't Look in the Basement 2 (2015)","Horror| Thriller",4
"2622","Ular Tangga (2017)","Horror| Thriller",7.1
"2623","Demonte Colony (2015)","Horror| Thriller",7
"2624","In the Dark (2015)","Horror| Thriller",4.1
"2625","The Haunter of the Dark (2015)","Horror| Thriller",6.9
"2626","Honeyspider (2014)","Horror| Thriller",3.5
"2627","True Love Ways (2015)","Horror| Thriller",5.7
"2628","Loverboy (2012)","Horror| Thriller",5.1
"2629","The House Across the Street (2013)","Horror| Thriller",3.5
"2630","Deep Sleep (2013)","Horror| Thriller",4.8
"2631","Den of Darkness (2016)","Horror| Thriller",3.4
"2632","HazMat (2013)","Horror| Thriller",3.8
"2633","Siyaah.. (2013)","Horror| Thriller",6.7
"2634","La Petite Mort II (2014)","Horror| Thriller",3.6
"2635","I Spill Your Guts (2012)","Horror| Thriller",2.5
"2636","Ice Cream (2014)","Horror| Thriller",4.6
"2637","Good Tidings (2016)","Horror| Thriller",3.9
"2638","A House Is Not a Home (2015)","Horror| Thriller",4.1
"2639","Lost Lake (2012)","Horror| Thriller",3.4
"2640","Happy Camp (2014)","Horror| Thriller",3.6
"2641","Acid Girls (2014)","Horror| Thriller",5.9
"2642","Blood Demon Rising (2017)","Horror| Thriller",4.9
"2643","Carl (2012)","Horror| Thriller",2.8
"2644","Nazi Vengeance (2014)","Horror| Thriller",2.5
"2645","Love of my Life (2013)","Horror| Thriller",3.4
"2646","Seance: The Summoning (2011)","Horror| Thriller",3.5
"2647","The Inflicted (2012)","Horror| Thriller",3.8
"2648","To Jennifer (2013)","Horror| Thriller",5.4
"2649","Kristen (2015)","Horror| Thriller",6.4
"2650","E: The Movie (2017)","Horror| Thriller",7.4
"2651","The Evil Gene (2015)","Horror| Thriller",3.7
"2652","Badoet (2015)","Horror| Thriller",7.4
"2653","But Deliver Us from Evil (2017)","Horror| Thriller",7.6
"2654","Pizza II: Villa (2013)","Horror| Thriller",6.6
"2655","Bad Behaviour (2010)","Horror| Thriller",3.9
"2656","De Reünie (2015)","Horror| Thriller",5.6
"2657","Sick Boy (2012)","Horror| Thriller",3.7
"2658","Selfie (2016)","Horror| Thriller",7.6
"2659","Elder Island (2016)","Horror| Thriller",3.2
"2660","American Weapon (2014)","Horror| Thriller",2.4
"2661","Purgatorio (2014)","Horror| Thriller",5
"2662","Last Girl (2013)","Horror| Thriller",4.1
"2663","The Hanover House (2014)","Horror| Thriller",6
"2664","Buddy Hutchins (2015)","Horror| Thriller",3.6
"2665","Union Furnace (2015)","Horror| Thriller",6.6
"2666","The Devil Complex (2016)","Horror| Thriller",4
"2667","The Bride (2015)","Horror| Thriller",5.2
"2668","Prom Ride (2015)","Horror| Thriller",3.4
"2669","The Z Effect (2016)","Horror| Thriller",4
"2670","Dead Girls (2014)","Horror| Thriller",3.5
"2671","Radio Silence (2012)","Horror| Thriller",5.1
"2672","Nobody Gets Out Alive (2012)","Horror| Thriller",3.2
"2673","Girls (2016)","Horror| Thriller",3.2
"2674","Evil Never Dies (2014)","Horror| Thriller",4.3
"2675","Sowkarpettai (2016)","Horror| Thriller",2.6
"2676","Conspiracy Theory (2016)","Horror| Thriller",4.1
"2677","Net I Die (2017)","Horror| Thriller",1.7
"2678","The Quarantine Hauntings (2015)","Horror| Thriller",2.8
"2679","KILD TV (2016)","Horror| Thriller",5.9
"2680","Exorcist (2015)","Horror| Thriller",5.8
"2681","Fun Size Horror: Volume Two (2015)","Horror| Thriller",5.9
"2682","Ghostline (2015)","Horror| Thriller",3.5
"2683","After Dark (2013)","Horror| Thriller",4.2
"2684","Lizzie (2012)","Horror| Thriller",2.5
"2685","The Conduit (2016)","Horror| Thriller",3.5
"2686","The Mooring (2012)","Horror| Thriller",4.4
"2687","The Evangelist (2017)","Horror| Thriller",3.4
"2688","Animus (2013)","Horror| Thriller",2.9
"2689","Dark Hearts (2014)","Horror| Thriller",7.9
"2690","Ditch Day Massacre (2016)","Horror| Thriller",3.3
"2691","Haunted Maze (2017)","Horror| Thriller",4.4
"2692","The Shades (2016)","Horror| Thriller",7.3
"2693","The Family (2011)","Horror| Thriller",5.1
"2694","Strip Mahjong: Battle Royale (2011)","Horror| Thriller",5.1
"2695","Huff (2013)","Horror| Thriller",3.2
"2696","Mona_Darling (2017)","Horror| Thriller",5.4
"2697","Hunger Unholy (2013)","Horror| Thriller",7.2
"2698","Demon Baby (2014)","Horror| Thriller",3
"2699","Judy (2014)","Horror| Thriller",4.2
"2700","Siccin 2 (2015)","Horror| Thriller",6.8
"2701","The Invited (2010)","Horror| Thriller",4.3
"2702","The Cursed Man (2016)","Horror| Thriller",7.9
"2703","Lord of Darkness (2012)","Horror| Thriller",4.5
"2704","Blood Is Blood (2016)","Horror| Thriller",5.4
"2705","Sanatorium (2013)","Horror| Thriller",5
"2706","The Final Project (2016)","Horror| Thriller",2.7
"2707","The Taking (2013)","Horror| Thriller",2
"2708","Countdown (2012)","Horror| Thriller",6.5
"2709","Alarmed (2014)","Horror| Thriller",3.4
"2710","Keeper of Darkness (2015)","Horror| Thriller",5.9
"2711","Fantasma (2017)","Horror| Thriller",7.6
"2712","Hell's Caretaker (2013)","Horror| Thriller",4.2
"2713","Locked (2013)","Horror| Thriller",8.8
"2714","Crone Wood (2016)","Horror| Thriller",7.5
"2715","Gravedigger (2013)","Horror| Thriller",5.6
"2716","The Binman (2015)","Horror| Thriller",7.4
"2717","When Your Flesh Screams (2015)","Horror| Thriller",3.9
"2718","Illusions (2015)","Horror| Thriller",4.6
"2719","Avunu (2012)","Horror| Thriller",6.8
"2720","Seytan-i racim (2013)","Horror| Thriller",3.8
"2721","Phobia (2013)","Horror| Thriller",3.3
"2722","The Haunting of Baylock Residence (2014)","Horror| Thriller",4.9
"2723","Poignant (2016)","Horror| Thriller",3.8
"2724","The Stray (2016)","Horror| Thriller",6.9
"2725","Haunted Campus (2016)","Horror| Thriller",5.9
"2726","Reclusion (2012)","Horror| Thriller",5.2
"2727","Voidfinder (2017)","Horror| Thriller",7.8
"2728","Helak: Kayip Köy (2015)","Horror| Thriller",4.1
"2729","Blood Slaughter Massacre (2013)","Horror| Thriller",4.7
"2730","The Eve (2015)","Horror| Thriller",4
"2731","The Watermen (2012)","Horror| Thriller",3
"2732","Darr @ the Mall (2014)","Horror| Thriller",5
"2733","Turtle Island (2013)","Horror| Thriller",6.4
"2734","Azap (2015)","Horror| Thriller",5.6
"2735","Abandoned in the Dark (2014)","Horror| Thriller",5.8
"2736","Blood Demon Rising (2017)","Horror| Thriller",4.9
